死の,,,10,名詞,引用文字列,*,*,*,*,死の,シノ,シノ,呪文
死を,,,10,名詞,引用文字列,*,*,*,*,死を,シヲ,シヲ,呪文
死者と,,,10,名詞,引用文字列,*,*,*,*,死者と,シシャト,シシャト,呪文
死者に,,,10,名詞,引用文字列,*,*,*,*,死者に,シシャニ,シシャニ,呪文
死神,,,10,名詞,引用文字列,*,*,*,*,死神,シニガミ,シニガミ,呪文
死装束の,,,10,名詞,引用文字列,*,*,*,*,死装束の,シニショウゾクノ,シニショウゾクノ,呪文
死地より,,,10,名詞,引用文字列,*,*,*,*,死地より,シチヨリ,シチヨリ,呪文
光により,,,10,名詞,引用文字列,*,*,*,*,光により,ヒカリニヨリ,ヒカリニヨリ,呪文
光は,,,10,名詞,引用文字列,*,*,*,*,光は,ヒカリハ,ヒカリハ,呪文
光も,,,10,名詞,引用文字列,*,*,*,*,光も,ヒカリモ,ヒカリモ,呪文
光より,,,10,名詞,引用文字列,*,*,*,*,光より,ヒカリヨリ,ヒカリヨリ,呪文
光彩を,,,10,名詞,引用文字列,*,*,*,*,光彩を,コウサイヲ,コウサイヲ,呪文
光満,,,10,名詞,引用文字列,*,*,*,*,光満,ミツマ,ミツマ,呪文
光輪,,,10,名詞,引用文字列,*,*,*,*,光輪,コウリン,コウリン,呪文
言の葉を,,,10,名詞,引用文字列,*,*,*,*,言の葉を,コトノハヲ,コトノハヲ,呪文
言葉により,,,10,名詞,引用文字列,*,*,*,*,言葉により,コトバニヨリ,コトバニヨリ,呪文
言葉の,,,10,名詞,引用文字列,*,*,*,*,言葉の,コトバノ,コトバノ,呪文
言葉も,,,10,名詞,引用文字列,*,*,*,*,言葉も,コトバモ,コトバモ,呪文
言葉よ,,,10,名詞,引用文字列,*,*,*,*,言葉よ,コトバヨ,コトバヨ,呪文
言葉を,,,10,名詞,引用文字列,*,*,*,*,言葉を,コトバヲ,コトバヲ,呪文
言霊を,,,10,名詞,引用文字列,*,*,*,*,言霊を,コトダマヲ,コトダマヲ,呪文
虚ろの,,,10,名詞,引用文字列,*,*,*,*,虚ろの,ウツロノ,ウツロノ,呪文
虚栄の,,,10,名詞,引用文字列,*,*,*,*,虚栄の,キョエイノ,キョエイノ,呪文
虚空の,,,10,名詞,引用文字列,*,*,*,*,虚空の,コクウノ,コクウノ,呪文
虚空より,,,10,名詞,引用文字列,*,*,*,*,虚空より,コクウヨリ,コクウヨリ,呪文
虚空を,,,10,名詞,引用文字列,*,*,*,*,虚空を,コクウヲ,コクウヲ,呪文
虚空蔵の,,,10,名詞,引用文字列,*,*,*,*,虚空蔵の,コクゾウノ,コクゾウノ,呪文
虚無の,,,10,名詞,引用文字列,*,*,*,*,虚無の,キョムノ,キョムノ,呪文
流れに,,,10,名詞,引用文字列,*,*,*,*,流れに,ナガレニ,ナガレニ,呪文
流れの,,,10,名詞,引用文字列,*,*,*,*,流れの,ナガレノ,ナガレノ,呪文
流れより,,,10,名詞,引用文字列,*,*,*,*,流れより,ナガレヨリ,ナガレヨリ,呪文
流れを,,,10,名詞,引用文字列,*,*,*,*,流れを,ナガレヲ,ナガレヲ,呪文
流星よ,,,10,名詞,引用文字列,*,*,*,*,流星よ,リュウセイヨ,リュウセイヨ,呪文
流転の,,,10,名詞,引用文字列,*,*,*,*,流転の,ルテンノ,ルテンノ,呪文
波の,,,10,名詞,引用文字列,*,*,*,*,波の,ナミノ,ナミノ,呪文
波動と,,,10,名詞,引用文字列,*,*,*,*,波動と,ハドウト,ハドウト,呪文
波動に,,,10,名詞,引用文字列,*,*,*,*,波動に,ハドウニ,ハドウニ,呪文
波動の,,,10,名詞,引用文字列,*,*,*,*,波動の,ハドウノ,ハドウノ,呪文
波動よ,,,10,名詞,引用文字列,*,*,*,*,波動よ,ハドウヨ,ハドウヨ,呪文
波動を,,,10,名詞,引用文字列,*,*,*,*,波動を,ハドウヲ,ハドウヲ,呪文
肉より,,,10,名詞,引用文字列,*,*,*,*,肉より,ニクヨリ,ニクヨリ,呪文
肉体と,,,10,名詞,引用文字列,*,*,*,*,肉体と,ニクタイト,ニクタイト,呪文
肉体に,,,10,名詞,引用文字列,*,*,*,*,肉体に,ニクタイニ,ニクタイニ,呪文
肉体の,,,10,名詞,引用文字列,*,*,*,*,肉体の,ニクタイノ,ニクタイノ,呪文
肉体よ,,,10,名詞,引用文字列,*,*,*,*,肉体よ,ニクタイヨ,ニクタイヨ,呪文
肉体を,,,10,名詞,引用文字列,*,*,*,*,肉体を,ニクタイヲ,ニクタイヲ,呪文
静か,,,10,名詞,引用文字列,*,*,*,*,静か,シズカ,シズカ,呪文
静間を,,,10,名詞,引用文字列,*,*,*,*,静間を,シズマヲ,シズマヲ,呪文
静寂に,,,10,名詞,引用文字列,*,*,*,*,静寂に,セイジャクニ,セイジャクニ,呪文
静寂の,,,10,名詞,引用文字列,*,*,*,*,静寂の,セイジャクノ,セイジャクノ,呪文
静寂を,,,10,名詞,引用文字列,*,*,*,*,静寂を,セイジャクヲ,セイジャクヲ,呪文
静粛の,,,10,名詞,引用文字列,*,*,*,*,静粛の,セイシュクノ,セイシュクノ,呪文
清らか,,,10,名詞,引用文字列,*,*,*,*,清らか,キヨラカ,キヨラカ,呪文
清純,,,10,名詞,引用文字列,*,*,*,*,清純,セイジュン,セイジュン,呪文
清浄を,,,10,名詞,引用文字列,*,*,*,*,清浄を,セイジョウヲ,セイジョウヲ,呪文
清盛,,,10,名詞,引用文字列,*,*,*,*,清盛,キヨモリ,キヨモリ,呪文
清泉の,,,10,名詞,引用文字列,*,*,*,*,清泉の,キヨイズミノ,キヨイズミノ,呪文
清冽,,,10,名詞,引用文字列,*,*,*,*,清冽,セイレツ,セイレツ,呪文
真の,,,10,名詞,引用文字列,*,*,*,*,真の,シンノ,シンノ,呪文
真実の,,,10,名詞,引用文字列,*,*,*,*,真実の,シンジツノ,シンジツノ,呪文
真実は,,,10,名詞,引用文字列,*,*,*,*,真実は,シンジツハ,シンジツハ,呪文
真実を,,,10,名詞,引用文字列,*,*,*,*,真実を,シンジツヲ,シンジツヲ,呪文
真相,,,10,名詞,引用文字列,*,*,*,*,真相,シンソウ,シンソウ,呪文
真理,,,10,名詞,引用文字列,*,*,*,*,真理,シンリ,シンリ,呪文
心に,,,10,名詞,引用文字列,*,*,*,*,心に,ココロニ,ココロニ,呪文
心ば,,,10,名詞,引用文字列,*,*,*,*,心ば,ココロバ,ココロバ,呪文
心も,,,10,名詞,引用文字列,*,*,*,*,心も,ココロモ,ココロモ,呪文
心を,,,10,名詞,引用文字列,*,*,*,*,心を,ココロヲ,ココロヲ,呪文
心眼を,,,10,名詞,引用文字列,*,*,*,*,心眼を,シンガンヲ,シンガンヲ,呪文
心頭,,,10,名詞,引用文字列,*,*,*,*,心頭,シントウ,シントウ,呪文
血に,,,10,名詞,引用文字列,*,*,*,*,血に,チニ,チニ,呪文
血の,,,10,名詞,引用文字列,*,*,*,*,血の,チノ,チノ,呪文
血よ,,,10,名詞,引用文字列,*,*,*,*,血よ,チヨ,チヨ,呪文
血を,,,10,名詞,引用文字列,*,*,*,*,血を,チヲ,チヲ,呪文
血潮の,,,10,名詞,引用文字列,*,*,*,*,血潮の,チシオノ,チシオノ,呪文
血肉とともに,,,10,名詞,引用文字列,*,*,*,*,血肉とともに,ケツニクトトモニ,ケツニクトトモニ,呪文
影から,,,10,名詞,引用文字列,*,*,*,*,影から,カゲカラ,カゲカラ,呪文
影に,,,10,名詞,引用文字列,*,*,*,*,影に,カゲニ,カゲニ,呪文
影の,,,10,名詞,引用文字列,*,*,*,*,影の,カゲノ,カゲノ,呪文
影は,,,10,名詞,引用文字列,*,*,*,*,影は,カゲハ,カゲハ,呪文
影よ,,,10,名詞,引用文字列,*,*,*,*,影よ,カゲヨ,カゲヨ,呪文
影を,,,10,名詞,引用文字列,*,*,*,*,影を,カゲヲ,カゲヲ,呪文
暗闇の,,,10,名詞,引用文字列,*,*,*,*,暗闇の,クラヤミノ,クラヤミノ,呪文
暗雲に,,,10,名詞,引用文字列,*,*,*,*,暗雲に,アンウンニ,アンウンニ,呪文
暗渠より,,,10,名詞,引用文字列,*,*,*,*,暗渠より,アンキョヨリ,アンキョヨリ,呪文
暗愚,,,10,名詞,引用文字列,*,*,*,*,暗愚,アング,アング,呪文
暗黒に,,,10,名詞,引用文字列,*,*,*,*,暗黒に,アンコクニ,アンコクニ,呪文
暗黒の,,,10,名詞,引用文字列,*,*,*,*,暗黒の,アンコクノ,アンコクノ,呪文
安らか,,,10,名詞,引用文字列,*,*,*,*,安らか,ヤスラカ,ヤスラカ,呪文
安らぎを,,,10,名詞,引用文字列,*,*,*,*,安らぎを,ヤスラギヲ,ヤスラギヲ,呪文
安息に,,,10,名詞,引用文字列,*,*,*,*,安息に,アンソクニ,アンソクニ,呪文
安息へ,,,10,名詞,引用文字列,*,*,*,*,安息へ,アンソクヘ,アンソクヘ,呪文
安息を,,,10,名詞,引用文字列,*,*,*,*,安息を,アンソクヲ,アンソクヲ,呪文
安寧を,,,10,名詞,引用文字列,*,*,*,*,安寧を,アンネイヲ,アンネイヲ,呪文
力と,,,10,名詞,引用文字列,*,*,*,*,力と,チカラト,チカラト,呪文
力にて,,,10,名詞,引用文字列,*,*,*,*,力にて,チカラニテ,チカラニテ,呪文
力へ,,,10,名詞,引用文字列,*,*,*,*,力へ,チカラヘ,チカラヘ,呪文
力よ,,,10,名詞,引用文字列,*,*,*,*,力よ,チカラヨ,チカラヨ,呪文
力持て,,,10,名詞,引用文字列,*,*,*,*,力持て,チカラモチテ,チカラモチテ,呪文
破れ,,,10,名詞,引用文字列,*,*,*,*,破れ,ヤブレ,ヤブレ,呪文
破壊の,,,10,名詞,引用文字列,*,*,*,*,破壊の,ハカイノ,ハカイノ,呪文
破邪の,,,10,名詞,引用文字列,*,*,*,*,破邪の,ハジャノ,ハジャノ,呪文
破断,,,10,名詞,引用文字列,*,*,*,*,破断,ハダン,ハダン,呪文
破滅を,,,10,名詞,引用文字列,*,*,*,*,破滅を,ハメツヲ,ハメツヲ,呪文
汝が,,,10,名詞,引用文字列,*,*,*,*,汝が,ナンジガ,ナンジガ,呪文
汝に,,,10,名詞,引用文字列,*,*,*,*,汝に,ナンジニ,ナンジニ,呪文
汝の,,,10,名詞,引用文字列,*,*,*,*,汝の,ナンジノ,ナンジノ,呪文
汝は,,,10,名詞,引用文字列,*,*,*,*,汝は,ナンジハ,ナンジハ,呪文
汝を,,,10,名詞,引用文字列,*,*,*,*,汝を,ナンジヲ,ナンジヲ,呪文
道て,,,10,名詞,引用文字列,*,*,*,*,道て,ミチテ,ミチテ,呪文
道も,,,10,名詞,引用文字列,*,*,*,*,道も,ミチモ,ミチモ,呪文
道を,,,10,名詞,引用文字列,*,*,*,*,道を,ミチヲ,ミチヲ,呪文
道標と,,,10,名詞,引用文字列,*,*,*,*,道標と,ドウヒョウト,ドウヒョウト,呪文
道標よ,,,10,名詞,引用文字列,*,*,*,*,道標よ,ドウヒョウヨ,ドウヒョウヨ,呪文
怒りから,,,10,名詞,引用文字列,*,*,*,*,怒りから,イカリカラ,イカリカラ,呪文
怒りが,,,10,名詞,引用文字列,*,*,*,*,怒りが,イカリガ,イカリガ,呪文
怒りで,,,10,名詞,引用文字列,*,*,*,*,怒りで,イカリデ,イカリデ,呪文
怒りの,,,10,名詞,引用文字列,*,*,*,*,怒りの,イカリノ,イカリノ,呪文
怒りを,,,10,名詞,引用文字列,*,*,*,*,怒りを,イカリヲ,イカリヲ,呪文
星と,,,10,名詞,引用文字列,*,*,*,*,星と,ホシト,ホシト,呪文
星の,,,10,名詞,引用文字列,*,*,*,*,星の,ホシノ,ホシノ,呪文
星より,,,10,名詞,引用文字列,*,*,*,*,星より,ホシヨリ,ホシヨリ,呪文
星を,,,10,名詞,引用文字列,*,*,*,*,星を,ホシヲ,ホシヲ,呪文
星空の,,,10,名詞,引用文字列,*,*,*,*,星空の,ホシゾラノ,ホシゾラノ,呪文
刃で,,,10,名詞,引用文字列,*,*,*,*,刃で,ハデ,ハデ,呪文
刃に,,,10,名詞,引用文字列,*,*,*,*,刃に,ハニ,ハニ,呪文
刃の,,,10,名詞,引用文字列,*,*,*,*,刃の,ハノ,ハノ,呪文
刃よ,,,10,名詞,引用文字列,*,*,*,*,刃よ,ハヨ,ハヨ,呪文
刃を,,,10,名詞,引用文字列,*,*,*,*,刃を,ハヲ,ハヲ,呪文
神と,,,10,名詞,引用文字列,*,*,*,*,神と,カミト,カミト,呪文
神に,,,10,名詞,引用文字列,*,*,*,*,神に,カミニ,カミニ,呪文
神より,,,10,名詞,引用文字列,*,*,*,*,神より,カミヨリ,カミヨリ,呪文
神聖,,,10,名詞,引用文字列,*,*,*,*,神聖,シンセイ,シンセイ,呪文
神速を,,,10,名詞,引用文字列,*,*,*,*,神速を,シンソクヲ,シンソクヲ,呪文
深紅の,,,10,名詞,引用文字列,*,*,*,*,深紅の,シンクノ,シンクノ,呪文
深淵と,,,10,名詞,引用文字列,*,*,*,*,深淵と,シンエント,シンエント,呪文
深淵の,,,10,名詞,引用文字列,*,*,*,*,深淵の,シンエンノ,シンエンノ,呪文
深淵へ,,,10,名詞,引用文字列,*,*,*,*,深淵へ,シンエンヘ,シンエンヘ,呪文
深淵よ,,,10,名詞,引用文字列,*,*,*,*,深淵よ,シンエンヨ,シンエンヨ,呪文
呪い,,,10,名詞,引用文字列,*,*,*,*,呪い,ノロイ,ノロイ,呪文
呪縛と,,,10,名詞,引用文字列,*,*,*,*,呪縛と,ジュバクト,ジュバクト,呪文
呪縛は,,,10,名詞,引用文字列,*,*,*,*,呪縛は,ジュバクハ,ジュバクハ,呪文
呪縛より,,,10,名詞,引用文字列,*,*,*,*,呪縛より,ジュバクヨリ,ジュバクヨリ,呪文
呪文を,,,10,名詞,引用文字列,*,*,*,*,呪文を,ジュモンヲ,ジュモンヲ,呪文
慈愛,,,10,名詞,引用文字列,*,*,*,*,慈愛,ジアイ,ジアイ,呪文
慈悲にて,,,10,名詞,引用文字列,*,*,*,*,慈悲にて,ジヒニテ,ジヒニテ,呪文
